Image,BoundingBoxes,Labels
maksssksksss359.png,"[{""height"":21,""label"":""Face"",""left"":23,""top"":40,""width"":21},{""height"":19,""label"":""Face"",""left"":59,""top"":54,""width"":17},{""height"":14,""label"":""Face"",""left"":114,""top"":35,""width"":12},{""height"":24,""label"":""Face"",""left"":130,""top"":47,""width"":22},{""height"":14,""label"":""Face"",""left"":140,""top"":35,""width"":14},{""height"":19,""label"":""Face"",""left"":155,""top"":44,""width"":16},{""height"":21,""label"":""Face"",""left"":169,""top"":96,""width"":22},{""height"":14,""label"":""Face"",""left"":185,""top"":45,""width"":12},{""height"":17,""label"":""Face"",""left"":206,""top"":42,""width"":12},{""height"":20,""label"":""Face"",""left"":217,""top"":43,""width"":17},{""height"":16,""label"":""Face"",""left"":238,""top"":52,""width"":15},{""height"":20,""label"":""Face"",""left"":252,""top"":59,""width"":19},{""height"":22,""label"":""Face"",""left"":274,""top"":62,""width"":22},{""height"":18,""label"":""Face"",""left"":298,""top"":39,""width"":16},{""height"":13,""label"":""Face"",""left"":316,""top"":42,""width"":15},{""height"":20,""label"":""Face"",""left"":345,""top"":33,""width"":17},{""height"":21,""label"":""Face"",""left"":368,""top"":38,""width"":17},{""height"":12,""label"":""Face"",""left"":332,""top"":42,""width"":9}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss36.png,"[{""height"":28,""label"":""Face"",""left"":24,""top"":24,""width"":23},{""height"":18,""label"":""Face"",""left"":111,""top"":38,""width"":16},{""height"":28,""label"":""Face"",""left"":145,""top"":39,""width"":25},{""height"":24,""label"":""Face"",""left"":195,""top"":22,""width"":21},{""height"":10,""label"":""Face"",""left"":262,""top"":60,""width"":11},{""height"":9,""label"":""Face"",""left"":311,""top"":53,""width"":8},{""height"":15,""label"":""Face"",""left"":323,""top"":46,""width"":14},{""height"":18,""label"":""Face"",""left"":336,""top"":31,""width"":18},{""height"":25,""label"":""Face"",""left"":354,""top"":25,""width"":25}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss360.png,"[{""height"":38,""label"":""Face"",""left"":173,""top"":33,""width"":33}]","[""Wearing Mask Correctly""]"
maksssksksss361.png,"[{""height"":28,""label"":""Face"",""left"":37,""top"":60,""width"":23},{""height"":36,""label"":""Face"",""left"":194,""top"":71,""width"":36},{""height"":27,""label"":""Face"",""left"":329,""top"":25,""width"":23}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss362.png,"[{""height"":105,""label"":""Face"",""left"":61,""top"":117,""width"":106},{""height"":87,""label"":""Face"",""left"":175,""top"":127,""width"":83},{""height"":90,""label"":""Face"",""left"":258,""top"":90,""width"":80}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss363.png,"[{""height"":21,""label"":""Face"",""left"":79,""top"":48,""width"":18},{""height"":23,""label"":""Face"",""left"":116,""top"":78,""width"":18},{""height"":17,""label"":""Face"",""left"":161,""top"":79,""width"":18},{""height"":23,""label"":""Face"",""left"":193,""top"":53,""width"":16},{""height"":40,""label"":""Face"",""left"":327,""top"":24,""width"":34},{""height"":41,""label"":""Face"",""left"":345,""top"":87,""width"":34}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss364.png,"[{""height"":39,""label"":""Face"",""left"":83,""top"":56,""width"":34},{""height"":36,""label"":""Face"",""left"":179,""top"":51,""width"":33},{""height"":39,""label"":""Face"",""left"":263,""top"":62,""width"":32}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss365.png,"[{""height"":49,""label"":""Face"",""left"":129,""top"":118,""width"":42},{""height"":32,""label"":""Face"",""left"":208,""top"":123,""width"":35},{""height"":26,""label"":""Face"",""left"":266,""top"":125,""width"":15}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss366.png,"[{""height"":161,""label"":""Face"",""left"":48,""top"":44,""width"":136},{""height"":144,""label"":""Face"",""left"":379,""top"":61,""width"":101}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss367.png,"[{""height"":37,""label"":""Face"",""left"":241,""top"":60,""width"":30}]","[""Wearing Mask Correctly""]"
maksssksksss368.png,"[{""height"":28,""label"":""Face"",""left"":354,""top"":36,""width"":21},{""height"":30,""label"":""Face"",""left"":314,""top"":23,""width"":25},{""height"":26,""label"":""Face"",""left"":253,""top"":35,""width"":25},{""height"":23,""label"":""Face"",""left"":195,""top"":54,""width"":17},{""height"":18,""label"":""Face"",""left"":175,""top"":57,""width"":16},{""height"":22,""label"":""Face"",""left"":104,""top"":48,""width"":23},{""height"":24,""label"":""Face"",""left"":41,""top"":69,""width"":23},{""height"":23,""label"":""Face"",""left"":62,""top"":65,""width"":18},{""height"":13,""label"":""Face"",""left"":16,""top"":51,""width"":14}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss369.png,"[{""height"":128,""label"":""Face"",""left"":123,""top"":139,""width"":94}]","[""Wearing Mask Correctly""]"
maksssksksss37.png,"[{""height"":155,""label"":""Face"",""left"":78,""top"":110,""width"":114}]","[""Wearing Mask Correctly""]"
maksssksksss370.png,"[{""height"":128,""label"":""Face"",""left"":135,""top"":135,""width"":106}]","[""Not Wearing Mask""]"
maksssksksss371.png,"[{""height"":117,""label"":""Face"",""left"":160,""top"":37,""width"":103}]","[""Wearing Mask Incorrectly""]"
maksssksksss372.png,"[{""height"":26,""label"":""Face"",""left"":95,""top"":33,""width"":21},{""height"":24,""label"":""Face"",""left"":165,""top"":19,""width"":21}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss373.png,"[{""height"":51,""label"":""Face"",""left"":20,""top"":54,""width"":45},{""height"":68,""label"":""Face"",""left"":50,""top"":99,""width"":72},{""height"":34,""label"":""Face"",""left"":188,""top"":107,""width"":37},{""height"":28,""label"":""Face"",""left"":207,""top"":59,""width"":34},{""height"":37,""label"":""Face"",""left"":220,""top"":81,""width"":30},{""height"":55,""label"":""Face"",""left"":244,""top"":63,""width"":59},{""height"":34,""label"":""Face"",""left"":330,""top"":73,""width"":35},{""height"":24,""label"":""Face"",""left"":320,""top"":31,""width"":24},{""height"":25,""label"":""Face"",""left"":367,""top"":57,""width"":24},{""height"":40,""label"":""Face"",""left"":398,""top"":74,""width"":36},{""height"":52,""label"":""Face"",""left"":426,""top"":125,""width"":57},{""height"":27,""label"":""Face"",""left"":440,""top"":69,""width"":28},{""height"":25,""label"":""Face"",""left"":427,""top"":29,""width"":27}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss374.png,"[{""height"":30,""label"":""Face"",""left"":183,""top"":21,""width"":32},{""height"":22,""label"":""Face"",""left"":28,""top"":91,""width"":24},{""height"":39,""label"":""Face"",""left"":191,""top"":143,""width"":34},{""height"":31,""label"":""Face"",""left"":314,""top"":30,""width"":31},{""height"":25,""label"":""Face"",""left"":92,""top"":64,""width"":31}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss375.png,"[{""height"":18,""label"":""Face"",""left"":259,""top"":76,""width"":18},{""height"":18,""label"":""Face"",""left"":273,""top"":192,""width"":16}]","[""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss376.png,"[{""height"":40,""label"":""Face"",""left"":58,""top"":48,""width"":36},{""height"":16,""label"":""Face"",""left"":144,""top"":17,""width"":10},{""height"":22,""label"":""Face"",""left"":191,""top"":29,""width"":19},{""height"":16,""label"":""Face"",""left"":229,""top"":15,""width"":13},{""height"":17,""label"":""Face"",""left"":318,""top"":77,""width"":12},{""height"":12,""label"":""Face"",""left"":338,""top"":72,""width"":11},{""height"":23,""label"":""Face"",""left"":350,""top"":79,""width"":27}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss377.png,"[{""height"":101,""label"":""Face"",""left"":132,""top"":75,""width"":114}]","[""Wearing Mask Correctly""]"
maksssksksss378.png,"[{""height"":42,""label"":""Face"",""left"":112,""top"":90,""width"":46},{""height"":42,""label"":""Face"",""left"":237,""top"":61,""width"":48}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss379.png,"[{""height"":120,""label"":""Face"",""left"":129,""top"":197,""width"":83}]","[""Not Wearing Mask""]"
maksssksksss38.png,"[{""height"":37,""label"":""Face"",""left"":194,""top"":102,""width"":36},{""height"":33,""label"":""Face"",""left"":252,""top"":116,""width"":32}]","[""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss380.png,"[{""height"":149,""label"":""Face"",""left"":47,""top"":210,""width"":110}]","[""Wearing Mask Correctly""]"
maksssksksss381.png,"[{""height"":25,""label"":""Face"",""left"":97,""top"":64,""width"":23},{""height"":20,""label"":""Face"",""left"":163,""top"":75,""width"":22},{""height"":26,""label"":""Face"",""left"":207,""top"":70,""width"":22},{""height"":23,""label"":""Face"",""left"":247,""top"":73,""width"":20},{""height"":8,""label"":""Face"",""left"":356,""top"":148,""width"":6},{""height"":9,""label"":""Face"",""left"":379,""top"":135,""width"":6}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss382.png,"[{""height"":22,""label"":""Face"",""left"":324,""top"":89,""width"":16},{""height"":17,""label"":""Face"",""left"":256,""top"":111,""width"":18},{""height"":18,""label"":""Face"",""left"":195,""top"":96,""width"":20},{""height"":21,""label"":""Face"",""left"":139,""top"":105,""width"":19},{""height"":26,""label"":""Face"",""left"":64,""top"":95,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss383.png,"[{""height"":126,""label"":""Face"",""left"":90,""top"":183,""width"":100}]","[""Wearing Mask Correctly""]"
maksssksksss384.png,"[{""height"":14,""label"":""Face"",""left"":37,""top"":244,""width"":13},{""height"":17,""label"":""Face"",""left"":146,""top"":238,""width"":15},{""height"":12,""label"":""Face"",""left"":186,""top"":265,""width"":8},{""height"":17,""label"":""Face"",""left"":221,""top"":237,""width"":17}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss385.png,"[{""height"":37,""label"":""Face"",""left"":125,""top"":76,""width"":32},{""height"":21,""label"":""Face"",""left"":385,""top"":25,""width"":11},{""height"":14,""label"":""Face"",""left"":217,""top"":27,""width"":12},{""height"":11,""label"":""Face"",""left"":51,""top"":20,""width"":10},{""height"":12,""label"":""Face"",""left"":87,""top"":15,""width"":10}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss386.png,"[{""height"":32,""label"":""Face"",""left"":83,""top"":43,""width"":27},{""height"":29,""label"":""Face"",""left"":139,""top"":65,""width"":28},{""height"":19,""label"":""Face"",""left"":185,""top"":70,""width"":19},{""height"":21,""label"":""Face"",""left"":228,""top"":67,""width"":20},{""height"":14,""label"":""Face"",""left"":249,""top"":76,""width"":13},{""height"":13,""label"":""Face"",""left"":262,""top"":68,""width"":11},{""height"":7,""label"":""Face"",""left"":283,""top"":73,""width"":5},{""height"":6,""label"":""Face"",""left"":290,""top"":72,""width"":5},{""height"":6,""label"":""Face"",""left"":314,""top"":75,""width"":6}]","[""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss387.png,"[{""height"":40,""label"":""Face"",""left"":209,""top"":73,""width"":38},{""height"":55,""label"":""Face"",""left"":287,""top"":60,""width"":41},{""height"":82,""label"":""Face"",""left"":354,""top"":109,""width"":46},{""height"":17,""label"":""Face"",""left"":156,""top"":20,""width"":17}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss388.png,"[{""height"":29,""label"":""Face"",""left"":26,""top"":92,""width"":18},{""height"":23,""label"":""Face"",""left"":106,""top"":88,""width"":16},{""height"":22,""label"":""Face"",""left"":122,""top"":102,""width"":24},{""height"":21,""label"":""Face"",""left"":151,""top"":73,""width"":17},{""height"":24,""label"":""Face"",""left"":168,""top"":76,""width"":22},{""height"":35,""label"":""Face"",""left"":188,""top"":96,""width"":31},{""height"":19,""label"":""Face"",""left"":192,""top"":59,""width"":18},{""height"":23,""label"":""Face"",""left"":223,""top"":53,""width"":20},{""height"":21,""label"":""Face"",""left"":272,""top"":67,""width"":19},{""height"":22,""label"":""Face"",""left"":260,""top"":93,""width"":19},{""height"":27,""label"":""Face"",""left"":288,""top"":86,""width"":20},{""height"":20,""label"":""Face"",""left"":348,""top"":71,""width"":18},{""height"":27,""label"":""Face"",""left"":303,""top"":96,""width"":27},{""height"":23,""label"":""Face"",""left"":371,""top"":77,""width"":25},{""height"":13,""label"":""Face"",""left"":68,""top"":75,""width"":12},{""height"":14,""label"":""Face"",""left"":321,""top"":70,""width"":12},{""height"":12,""label"":""Face"",""left"":367,""top"":67,""width"":11}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss389.png,"[{""height"":69,""label"":""Face"",""left"":123,""top"":148,""width"":65},{""height"":64,""label"":""Face"",""left"":1,""top"":231,""width"":56},{""height"":49,""label"":""Face"",""left"":15,""top"":67,""width"":47},{""height"":42,""label"":""Face"",""left"":114,""top"":74,""width"":45},{""height"":55,""label"":""Face"",""left"":236,""top"":80,""width"":57},{""height"":48,""label"":""Face"",""left"":191,""top"":30,""width"":42},{""height"":42,""label"":""Face"",""left"":279,""top"":10,""width"":38},{""height"":33,""label"":""Face"",""left"":1,""top"":84,""width"":20},{""height"":35,""label"":""Face"",""left"":330,""top"":18,""width"":38},{""height"":34,""label"":""Face"",""left"":246,""top"":13,""width"":27},{""height"":31,""label"":""Face"",""left"":163,""top"":44,""width"":28},{""height"":52,""label"":""Face"",""left"":339,""top"":59,""width"":54}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss39.png,"[{""height"":77,""label"":""Face"",""left"":157,""top"":107,""width"":66},{""height"":122,""label"":""Face"",""left"":239,""top"":97,""width"":108}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
